Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis,URL,CNPJ,codfundo,Perfil de Risco,Taxa Adm (%),Aplicacao Minima (R$),Conversao Resgate,Pagamento Resgate,doc_lamina,doc_regulamento,doc_inf_comp,doc_comunicado,doc_carta,doc_boletim
ACOES,CAIXA FIF AÇÕES DIVIDENDOS RESP LTDA,CAIXA FIF ACOES DIVIDENDOS RESP LTDA,03/10/2003,"6,50707100","-0,660","-1,87","2,59","19,20","332,881",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-dividendos,05.900.798/0001-41,5390,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5390.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5390.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5390.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5390.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5390.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5390.pdf
ACOES,CAIXA FIC FIF AÇÕES E-FUNDOS IBOVESPA RESP LTDA,CAIXA FIC FIF ACOES E-FUNDOS IBOVESPA RESP LTDA,05/10/2012,"2,51564800","-0,763","-2,68","4,55","23,02","13,033",PF,GOV | PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-brasil-etf-bovespa/Paginas/default.aspx,01.525.057/0001-77,53,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0053.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_53.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_53.pdf
ACOES,CAIXA ATENA FIC FIF AÇÕES FUNCIONÁRIOS LIVRE QUANT RESP LTDA,CAIXA ATENA FIC FIF ACOES FUNCIONARIOS LIVRE QUANT RESP LTDA,06/07/2020,"1.862,46485600","-0,083","-3,49","-6,17","10,58","9,864",PF,PF,,35.536.497/0001-41,6478,Arrojado,0.8,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6478.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6478.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6478.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6478.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6478.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6478.pdf
ACOES,CAIXA FIF AÇÕES BDR NÍVEL I RESP LTDA,CAIXA FIF ACOES BDR NIVEL I RESP LTDA,24/06/2013,"10,10759200","-1,710","-1,43","2,07","21,97","280,410",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-bdr-nivel-1,17.503.172/0001-80,5928,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5928.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5928.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5928.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5928.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5928.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5928.pdf
ACOES,CAIXA FIF AÇÕES SMALL CAPS ATIVO RESP LTDA,CAIXA FIF ACOES SMALL CAPS ATIVO RESP LTDA,01/11/2012,"1,41452500","-0,733","-3,87","-7,21","-3,05","429,143",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-small-caps-ativo,15.154.220/0001-47,5841,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5841.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5841.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5841.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5841.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5841.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5841.pdf
ACOES,CAIXA FIF AÇÕES CONSUMO RESP LTDA,CAIXA FIF ACOES CONSUMO RESP LTDA,26/04/2012,"1,06923700","-0,211","-3,52","-8,13","-6,01","54,972",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-consumo,10.577.512/0001-79,5567,Arrojado,1.6,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5567.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5567.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5567.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5567.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5567.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5567.pdf
ACOES,CAIXA FIF ACOES SUSTENTABILIDADE EMPRESARIAL ISE - IS RESP LTDA,CAIXA FIF ACOES SUSTENTABILIDADE EMPRESARIAL ISE - IS RESP LTDA,05/11/2007,"1,66797000","-0,608","-2,37","-2,14","6,87","2,063",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ise,08.070.838/0001-63,5395,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5395.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5395.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5395.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5395.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5395.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5395.pdf
ACOES,CAIXA FIF ACOES PETROBRAS PLUS RESP LTDA,CAIXA FIF ACOES PETROBRAS PLUS RESP LTDA,28/06/2019,"4,48028500","-0,514","-0,70","42,27","53,97","75,902",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-petrobras-plus/Paginas/default.aspx,30.068.205/0001-70,6420,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6420.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6420.pdf
ACOES,CAIXA FIC FIF AÇÕES IBOVESPA RESP LTDA,CAIXA FIC FIF ACOES IBOVESPA RESP LTDA,15/01/1997,"8,42859500","-0,768","-2,70","4,10","21,71","84,169",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ibovespa,01.525.057/0001-77,53,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0053.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_53.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_53.pdf
ACOES,CAIXA FIC FIF AÇÕES MULTIGESTOR RESP LTDA,CAIXA FIC FIF ACOES MULTIGESTOR RESP LTDA,25/06/2019,"1,23997800","-0,012","-2,41","-3,66","4,96","280,450",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fic-fia-multigestor/Paginas/default.aspx,30.068.224/0001-04,6421,Arrojado,1.5,0.01,D+23 (du),D+25 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6421.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6421.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6421.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6421.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6421.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6421.pdf
ACOES,CAIXA FIF AÇÕES CONSTRUÇÃO CIVIL RESP LTDA,CAIXA FIF ACOES CONSTRUCAO CIVIL RESP LTDA,22/06/2009,"1,75092100","-1,136","-5,94","-7,91","7,93","107,367",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-construcao-civil,10.551.375/0001-01,5397,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5397.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5397.pdf
ACOES,CAIXA FIF AÇÕES INFRAESTRUTURA RESP LTDA,CAIXA FIF ACOES INFRAESTRUTURA RESP LTDA,19/04/2010,"2,85147600","-0,787","-1,43","4,62","16,13","124,845",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-infraestrutura,10.551.382/0001-03,5398,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5398.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5398.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5398.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5398.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5398.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5398.pdf
ACOES,CAIXA ATENA FIC FIF AÇÕES LIVRE QUANT RESP LTDA,CAIXA ATENA FIC FIF ACOES LIVRE QUANT RESP LTDA,31/07/2019,"1,80978600","-0,087","-3,51","-6,59","9,35","47,541",PF,PF | PJ,http://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/FIC-FIA-acoes-livres/Paginas/default.aspx,22.791.154/0001-81,5978,Arrojado,2.0,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5978.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5978.pdf
ACOES,CAIXA FIF AÇÕES PETROBRAS PRÉ-SAL RESP LTDA,CAIXA FIF ACOES PETROBRAS PRE-SAL RESP LTDA,28/09/2010,"6,35684800","-0,851","-0,97","35,53","48,84","117,576",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-petrobras-pre-sal,11.060.594/0001-42,5420,Arrojado,0.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5420.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5420.pdf
ACOES,CAIXA FIF ACOES BANCO DO BRASIL PLUS RESP LTDA,CAIXA FIF ACOES BANCO DO BRASIL PLUS RESP LTDA,23/10/2019,"1.210,97548100","-1,824","-4,87","-11,41","-12,89","39,022",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/Caixa-FI-Acoes-Banco-do-Brasil-Plus/Paginas/default.aspx,30.068.271/0001-40,6447,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6447.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6447.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6447.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6447.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6447.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6447.pdf
ACOES,CAIXA FIF AÇÕES VALE DO RIO DOCE RESP LTDA,CAIXA FIF ACOES VALE DO RIO DOCE RESP LTDA,20/02/2002,"37,24559100","-3,770","-4,99","7,81","57,27","637,381",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-vale-rio-doce,04.885.820/0001-69,5301,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5301.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5301.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5301.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5301.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5301.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5301.pdf
ACOES,CAIXA FIF ACOES SEGURIDADE RESP LTDA,CAIXA FIF ACOES SEGURIDADE RESP LTDA,03/05/2021,"2,66297500","0,685","-0,79","9,93","30,42","442,227",PF,GOV | PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-seguridade/Paginas/default.aspx,30.068.049/0001-47,6499,Arrojado,0.2,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6499.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6499.pdf
ACOES,CAIXA FIF AÇÕES IBRX ATIVO RESP LTDA,CAIXA FIF ACOES IBRX ATIVO RESP LTDA,12/09/2005,"4,62620600","-0,901","-3,82","3,08","22,42","22,377",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ibrx-ativo,05.164.370/0001-88,5392,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5392.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5392.pdf
ACOES,CAIXA FIF ACOES INDEXA SETOR FINANCEIRO RESP LTDA,CAIXA FIF ACOES INDEXA SETOR FINANCEIRO RESP LTDA,26/01/2021,"1.449,63453600","-0,148","-3,60","-0,38","13,97","28,771",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/caixa-fia-indexa-setor-financeiro/Paginas/default.aspx,40.209.029/0001-00,6530,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6530.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6530.pdf
ACOES,CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA,CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA,02/09/2021,"1,88508900","-0,832","-2,66","-7,34","5,70","1,699",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fic-fia-dividendos-quantitativo/Paginas/default.aspx,42.120.405/0001-03,6591,Arrojado,2.0,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6591.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6591.pdf
ACOES,CAIXA FIF ACOES INDEXA PIBB IBRX 50 RESP LTDA,CAIXA FIF ACOES INDEXA PIBB IBRX 50 RESP LTDA,12/09/2005,"5,69484900","-0,656","-2,90","5,86","25,23","41,961",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-pibb-sem-opcao-de-venda,05.164.361/0001-97,5393,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5393.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5393.pdf
ACOES,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,01/02/2007,"2,15278100","-0,631","-2,69","2,60","21,43","34,563",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ibovespa-ativo,08.046.355/0001-23,5394,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5394.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5394.pdf
ACOES,CAIXA FIF AÇÕES PETROBRÁS RESP LTDA,CAIXA FIF ACOES PETROBRAS RESP LTDA,10/07/2000,"41,55297700","-0,515","-0,69","42,32","54,09","827,233",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-petrobras,03.914.671/0001-56,48,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0048.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0048.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0048.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0048.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_48.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_48.pdf
ACOES,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,14/06/2022,"0,83844500","-0,405","-2,45","-12,89","-21,00","2,847",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-indexa-iagro/Paginas/default.aspx,45.443.601/0001-07,6620,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6620.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6620.pdf
ACOES,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,05/11/2021,"1,18892800","0,967","-0,50","-1,75","13,50","3,824",PF,PF | PJ | RPPS,http://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/FIA-Institucional-BDR-nivel-I/Paginas/default.aspx,43.760.251/0001-87,6593,Arrojado,1.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6593.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6593.pdf
ACOES,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,24/03/2025,"1,31552900","0,683","-0,79","9,86","30,23","19,515",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-seguridade/Paginas/default.aspx,59.815.671/0001-53,7971,Arrojado,0.2,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7971.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7971.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7971.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_7971.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7971.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7971.pdf
ACOES,CAIXA FIF ACOES ELETROBRAS RESP LTDA,CAIXA FIF ACOES ELETROBRAS RESP LTDA,30/05/2022,"1,71993900","0,000","-3,14","0,05","63,96","262,400",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-eletrobras/Paginas/default.aspx,45.443.475/0001-90,6602,Arrojado,0.45,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6602.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6602.pdf
ACOES,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,05/10/2020,"976,34976900","-0,002","-2,31","-0,40","14,37","7,921",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/CAIXA-Expert-Verde-Am-Long-Bias-FIC-Acoes/Paginas/default.aspx,30.068.071/0001-97,6994,Arrojado,0.7,10000.0,D+22 (du),D+24 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6994.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6994.pdf
