Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis
ACOES,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,01/02/2007,"2,31929100","-2,030","-2,00","10,53","31,95","37,671",PF,PF | PJ | TODOS
ACOES,CAIXA FIF AÇÕES PETROBRÁS RESP LTDA,CAIXA FIF ACOES PETROBRAS RESP LTDA,10/07/2000,"48,74645800","3,109","2,12","66,96","78,01","995,227",PF,PF | PJ | TODOS
ACOES,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,14/06/2022,"0,91465900","-1,619","-9,20","-4,98","-14,25","3,042",PF,PF | PJ | RPPS
ACOES,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,05/11/2021,"1,18105600","-0,391","1,32","-2,40","12,80","3,901",PF,PF | PJ | RPPS
ACOES,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,24/03/2025,"1,30407700","-2,304","-3,34","8,90","20,13","19,868",PF,PF | PJ
ACOES,CAIXA FIF ACOES ELETROBRAS RESP LTDA,CAIXA FIF ACOES ELETROBRAS RESP LTDA,30/05/2022,"2,04621500","-2,548","3,18","19,03","87,61","296,067",PF,PF | PJ | RPPS
ACOES,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,05/10/2020,"1.075,49027100","-0,003","0,06","9,70","31,09","8,675",PF,PF | PJ | TODOS
ACOES,CAIXA EXPERT CLARITAS VALOR FIC FIF AÇÕES - RESP LTDA,CAIXA EXPERT CLARITAS VALOR FIC FIF ACOES - RESP LTDA,19/10/2020,"1.618,41796700","-0,002","-0,47","8,19","26,84","23,684",PF,GOV | PF | PJ | RPPS | TODOS
FUNDO DE INDICE,CAIXA ETF IBOVESPA FUNDO DE ÍNDICE RESP LTDA,CAIXA ETF IBOVESPA FUNDO DE INDICE RESP LTDA,12/11/2012,"180,09407320","-2,012","-1,38","14,28","35,96","45,025",PF,PF | TODOS
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS ELETROBRAS MIGRACAO,CAIXA FMP-FGTS ELETROBRAS MIGRACAO,09/06/2022,"2,09253600","-2,522","3,26","19,18","88,05","5,688",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS ELETROBRAS RESP LTDA,CAIXA FMP-FGTS ELETROBRAS RESP LTDA,14/06/2022,"2,04188100","-2,540","3,29","19,27","88,24","1.879,591",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS IV RESP LTDA,CAIXA FMP-FGTS PETROBRAS IV RESP LTDA,17/08/2000,"54,21037100","3,120","2,21","67,38","79,05","798,703",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE II RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE II RESP LTDA,27/03/2002,"41,71437700","-5,864","-3,78","9,21","56,86","763,177",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS CL ABSOLUTO RESP LTDA,CAIXA FMP-FGTS CL ABSOLUTO RESP LTDA,24/08/2001,"17,54372400","-2,386","-1,63","4,01","31,00","122,133",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE MIGRAÇÃO RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE MIGRACAO RESP LTDA,26/02/2002,"34,99778100","-5,840","-3,79","9,06","55,76","11,434",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS II RESP LTDA,CAIXA FMP-FGTS PETROBRAS II RESP LTDA,17/08/2000,"47,91225600","3,118","2,14","67,11","78,21","689,168",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE I RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE I RESP LTDA,27/03/2002,"35,92969900","-5,862","-3,82","9,03","56,00","456,470",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS III RESP LTDA,CAIXA FMP-FGTS PETROBRAS III RESP LTDA,17/08/2000,"50,93302700","3,119","2,17","67,25","78,63","802,477",PF,PF
RENDA FIXA SIMPLES,CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA (2) (8),CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA (2) (8),13/06/2025,"1,11182300","0,047","0,91","3,91","0,00","42,855",PJ,PJ
RENDA FIXA SIMPLES,CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA (8),CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA (8),12/07/2023,"1,34172800","0,047","0,91","3,96","13,04","167,687",PJ,PJ
RENDA FIXA,CAIXA FIC FIF EQUILIBRIO MPE RF LP RESP LTDA,CAIXA FIC FIF EQUILIBRIO MPE RF LP RESP LTDA,05/07/2006,"5,81124300","0,057","0,97","4,17","13,95","41,139",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIF SAUDE SUPLEMENTAR ANS RF LP - RESP LTDA,CAIXA FIF SAUDE SUPLEMENTAR ANS RF LP - RESP LTDA,15/07/2008,"5,05835600","0,052","1,00","4,42","14,53","783,180",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIC FIF TITULO PUBLICO MPE RF LP RESP LTDA,CAIXA FIC FIF TITULO PUBLICO MPE RF LP RESP LTDA,05/10/2012,"3,17846800","0,051","0,98","4,29","13,81","16,887",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIC FIF PATRIMONIO IND.DE PRECOS RF LP RESP LTDA,CAIXA FIC FIF PATRIMONIO IND.DE PRECOS RF LP RESP LTDA,03/01/2000,"23,48862800","-0,079","1,10","4,91","11,47","93,985",PJ,PJ | TODOS
RENDA FIXA,CAIXA GIRO EMPRESAS FIC FIF RF REF DI LP RESP LTDA,CAIXA GIRO EMPRESAS FIC FIF RF REF DI LP RESP LTDA,27/03/2013,"3,23231800","0,052","0,99","4,33","14,28","7.636,255",PJ,PJ
RENDA FIXA,CAIXA FIF DIAMANTE CORP RF CRED PRIV LP - RESP LTDA,CAIXA FIF DIAMANTE CORP RF CRED PRIV LP - RESP LTDA,06/11/2019,"1.859,70700600","0,062","1,04","4,47","15,06","14.503,445",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIF SAFIRA CORPORATIVO RF LP - RESP LTDA,CAIXA FIF SAFIRA CORPORATIVO RF LP - RESP LTDA,11/05/2009,"4,81674600","0,045","1,03","4,46","14,75","3.144,392",PJ,PJ
RENDA FIXA,CAIXA FIC INST SOBERANO PLUS RF (8),CAIXA FIC INST SOBERANO PLUS RF (8),21/10/2022,"1,52942345","0,053","1,01","4,47","14,78","316,870",PJ,PJ
RENDA FIXA,CAIXA FIF SAUDE SUPLEMENTAR ANS II RF LP - RESP LTDA,CAIXA FIF SAUDE SUPLEMENTAR ANS II RF LP - RESP LTDA,04/12/2008,"5,05894700","0,053","1,02","4,50","14,82","284,993",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIF CNI RF LP - RESP LTDA,CAIXA FIF CNI RF LP - RESP LTDA,26/01/2005,"8,59923100","0,043","1,02","4,42","14,72","3.955,613",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIF SEBRAE RF LP RESP LTDA,CAIXA FIF SEBRAE RF LP RESP LTDA,22/12/2000,"17,68709600","0,045","1,04","4,47","14,80","4.729,139",PJ,PJ | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF GIRO MPE REF DI LP RESP LTDA,CAIXA FIC FIF GIRO MPE REF DI LP RESP LTDA,09/09/2013,"2,79249900","0,048","0,92","4,04","13,26","13.394,231",PJ,PJ
RENDA FIXA REFERENCIADO,CAIXA FIF TOPAZIO CORP RF REFERENC DI - RESP LTDA,CAIXA FIF TOPAZIO CORP RF REFERENC DI - RESP LTDA,22/06/2010,"4,37178900","0,054","1,02","4,50","14,85","12.036,390",PJ,GOV | PJ | RPPS
RENDA FIXA REFERENCIADO,CAIXA FIC ESMERALDA CORP RF REF DI CRED PRIV LP - RESP LTDA,CAIXA FIC ESMERALDA CORP RF REF DI CRED PRIV LP - RESP LTDA,03/11/2023,"1,35627500","0,055","1,04","4,55","15,05","4.093,595",PJ,PJ
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF TURQUESA CORPORATIVO RF CP RESP LTDA (8),CAIXA FIC FIF TURQUESA CORPORATIVO RF CP RESP LTDA (8),01/10/2020,"1.750,03825900","0,053","1,02","4,43","14,65","1.467,317",PJ,PJ | TODOS
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF AUTOMATICO POLIS RF CURTO PRAZO RESP LTDA (8),CAIXA FIC FIF AUTOMATICO POLIS RF CURTO PRAZO RESP LTDA (8),13/06/2023,"1,29446900","0,044","0,83","3,62","11,57","33.158,585",GOV,GOV
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF PRÁTICO RF CURTO PRAZO RESP LTDA (8),CAIXA FIC FIF PRATICO RF CURTO PRAZO RESP LTDA (8),02/10/1995,"9,29928100","0,047","0,89","3,89","12,46","3.036,272",GOV,GOV | TODOS
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF TRANSFERÊNCIA VOLUNTÁRIA RF CP RESP LTDA (8),CAIXA FIC FIF TRANSFERENCIA VOLUNTARIA RF CP RESP LTDA (8),16/10/2012,"2,44921800","0,047","0,90","3,89","12,47","11.715,295",GOV,GOV | TODOS
RENDA FIXA,CAIXA FIF BRASIL MATRIZ RF RESP LTDA,CAIXA FIF BRASIL MATRIZ RF RESP LTDA,17/12/2015,"2,57217900","0,054","1,04","4,44","14,77","9.522,626",RPPS,RPPS
RENDA FIXA,CAIXA FIC FIF BRASIL GESTÃO ESTRATÉGICA RF RESP LTDA,CAIXA FIC FIF BRASIL GESTAO ESTRATEGICA RF RESP LTDA,04/11/2016,"2,37946300","-0,278","0,94","3,31","12,54","3.761,625",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA BRASIL INFLAÇÃO ATIVA FIF RF CRED PRIV RESP LTDA,CAIXA BRASIL INFLACAO ATIVA FIF RF CRED PRIV RESP LTDA,17/04/2015,"2,95246900","-0,124","1,05","4,69","11,50","41,759",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIC FIF BRASIL RENDA FIXA ATIVA LP RESP LTDA,CAIXA FIC FIF BRASIL RENDA FIXA ATIVA LP RESP LTDA,15/04/2020,"1.623,76267700","-0,107","0,92","3,46","11,30","456,201",RPPS,RPPS
RENDA FIXA,CAIXA FI BRASIL IRF-M 1 TP RF,CAIXA FI BRASIL IRF-M 1 TP RF,28/05/2010,"4,42009500","0,017","0,93","4,17","14,19","10.906,733",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IDKA IPCA 2A TIT PUB RF LP RESP LTDA,CAIXA FIF BRASIL IDKA IPCA 2A TIT PUB RF LP RESP LTDA,16/08/2012,"3,77605000","-0,071","1,00","4,89","11,63","2.928,283",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IRF-M TP RF LP - RESP LTDA,CAIXA FIF BRASIL IRF-M TP RF LP - RESP LTDA,16/08/2012,"3,59939500","-0,448","0,82","3,10","13,25","1.705,455",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FI BRASIL IMA-B TP RF LP,CAIXA FI BRASIL IMA-B TP RF LP,08/03/2010,"5,13311600","-0,381","1,43","4,39","11,96","2.521,474",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IMA-B 5 TP RF LP - RESP LTDA,CAIXA FIF BRASIL IMA-B 5 TP RF LP - RESP LTDA,09/07/2010,"5,12415500","-0,078","1,11","4,96","11,65","5.260,429",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IMA GERAL TP RF LP - RESP LTDA,CAIXA FIF BRASIL IMA GERAL TP RF LP - RESP LTDA,08/07/2010,"4,70198800","-0,160","1,09","4,17","13,79","527,563",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF RS TITULOS PUBLICOS RF LP - RESP LTDA,CAIXA FIF RS TITULOS PUBLICOS RF LP - RESP LTDA,18/07/2005,"7,84663700","0,040","1,02","4,43","14,59","161,269",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IMA-B 5+ TP RF LP - RESP LTDA,CAIXA FIF BRASIL IMA-B 5+ TP RF LP - RESP LTDA,18/04/2012,"3,46755400","-0,623","1,66","3,93","12,12","827,849",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FI BRASIL IRF-M 1+ TP RF LP,CAIXA FI BRASIL IRF-M 1+ TP RF LP,11/05/2012,"3,73573600","-0,633","0,77","2,72","12,88","696,644",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL TITULOS PUBLICOS RF LP - RESP LTDA,CAIXA FIF BRASIL TITULOS PUBLICOS RF LP - RESP LTDA,10/02/2006,"7,08173300","0,047","1,02","4,45","14,68","12.705,069",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF ALIANÇA TP RF CURTO PRAZO - RESP LTDA,CAIXA FIF ALIANCA TP RF CURTO PRAZO - RESP LTDA,01/11/2005,"7,39679300","0,053","1,01","4,40","14,55","3.725,652",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIC FIF BRASIL IDKA PRE 2A RF LP RESP LTDA,CAIXA FIC FIF BRASIL IDKA PRE 2A RF LP RESP LTDA,21/09/2022,"1,43075200","-0,365","0,63","2,61","12,24","167,201",RPPS,RPPS
RENDA FIXA,CAIXA FIC FIF BRASIL DISPONIBILIDADES SIMPLES RF RESP LTDA,CAIXA FIC FIF BRASIL DISPONIBILIDADES SIMPLES RF RESP LTDA,30/08/2012,"3,10161700","0,050","0,96","4,18","13,67","1.598,500",RPPS,RPPS | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF BRASIL RF REFER DI LONGO PRAZO RESP LTDA,CAIXA FIC FIF BRASIL RF REFER DI LONGO PRAZO RESP LTDA,05/07/2006,"6,62960000","0,060","1,03","4,46","14,82","24.210,217",RPPS,RPPS | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF NOVO BRASIL RF IMA-B LP RESP LTDA,CAIXA FIC FIF NOVO BRASIL RF IMA-B LP RESP LTDA,27/10/2009,"5,49678100","-0,366","1,44","4,57","12,31","596,750",RPPS,RPPS | TODOS
MULTIMERCADO,CAIXA FIC FIF BRASIL ESTRATÉGIA LIVRE MM LP RESP LTDA (1),CAIXA FIC FIF BRASIL ESTRATEGIA LIVRE MM LP RESP LTDA (1),21/10/2019,-,-,-,-,-,-,RPPS,RPPS
ACOES,CAIXA FIF AÇOES BRASIL IBOVESPA RESP LTDA,CAIXA FIF ACOES BRASIL IBOVESPA RESP LTDA,29/07/2011,"4,13838200","-2,024","-1,41","14,30","35,96","313,811",RPPS,RPPS | TODOS
ACOES,CAIXA FIF AÇÕES BRASIL ETF IBOVESPA RESP LTDA,CAIXA FIF ACOES BRASIL ETF IBOVESPA RESP LTDA,27/11/2012,"3,80298700","-2,017","-1,39","14,06","35,53","10,933",RPPS,RPPS | TODOS
ACOES,CAIXA FIF AÇÕES INSTITUCIONAL BDR NIVEL I RESP LTDA,CAIXA FIF ACOES INSTITUCIONAL BDR NIVEL I RESP LTDA,24/06/2013,"10,52655045","0,092","7,62","-4,88","22,70","2.186,240",RPPS,RPPS | TODOS
ACOES,CAIXA FIF ACOES BRASIL IBX-50 RESP LTDA,CAIXA FIF ACOES BRASIL IBX-50 RESP LTDA,18/02/2008,"2,12088500","-2,080","-1,90","11,89","31,63","209,360",RPPS,RPPS | TODOS
ACOES,CAIXA ATENA FIC FIF AÇÕES BRASIL LIVRE QUANT RESP LTDA,CAIXA ATENA FIC FIF ACOES BRASIL LIVRE QUANT RESP LTDA,31/07/2019,"2,14051000","-2,415","-1,82","3,24","29,05","822,862",RPPS,RPPS
ACOES,CAIXA FIC ACOES EXPERT VINCI VALOR DIVIDENDOS RPPS RESP LTDA,CAIXA FIC ACOES EXPERT VINCI VALOR DIVIDENDOS RPPS RESP LTDA,23/08/2012,"3,63834066","-1,523","-0,82","11,83","31,13","1.395,582",RPPS,RPPS | TODOS
ACOES,CAIXA FIC ACOES EXPERT VINCI VALOR RPPS RESP LTDA,CAIXA FIC ACOES EXPERT VINCI VALOR RPPS RESP LTDA,12/12/2011,"2,68006318","-1,902","-0,94","13,39","34,12","829,535",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF EXTRAMERCADO COMUM IRFM-1 RF RESP LTDA,CAIXA FIF EXTRAMERCADO COMUM IRFM-1 RF RESP LTDA,13/02/2012,"3,69805500","0,011","0,90","4,14","14,22","5.300,076",TODOS,TODOS
