Categoria,Fundo,Data Inicio,Aplic. Inicial (R$),Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),PL Medio (milhoes R$),URL
RENDA FIXA REFERENCIADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-beta-ref-di-lp
RENDA FIXA REFERENCIADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-beta-ref-di-lp
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF PRÁTICO RF CURTO PRAZO RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-pratico-curto-prazo
RENDA FIXA CURTO PRAZO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-pratico-curto-prazo
RENDA FIXA CURTO PRAZO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-pratico-curto-prazo
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF TURQUESA CORPORATIVO RF CP RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-pratico-curto-prazo
RENDA FIXA CURTO PRAZO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-pratico-curto-prazo
RENDA FIXA CURTO PRAZO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-pratico-curto-prazo
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF TRANSFERÊNCIA VOLUNTÁRIA RF CP RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-pratico-curto-prazo
RENDA FIXA CURTO PRAZO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-pratico-curto-prazo
RENDA FIXA CURTO PRAZO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-pratico-curto-prazo
MULTIMERCADO,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIF INDEXA OURO MULTIMERCADO LP RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGIA LIVRE MULTIMERCADO LP RESP LTDA (1),,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIC MULTIGESTOR GLOBAL EQUITIES IE (1),,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIC FIF FOF SMART MULTIESTRATEGIA MM RESP LTDA (1),,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIF INDEXA BOLSA AMERICANA MM LP RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIC FIF JUROS E MOEDAS MM PLUS LP RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGICO MULTIMERCADO LP RESP LTDA (1),,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIC FIF HEDGE MULTIMERCADO LONGO PRAZO RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA CAPITAL PROTEGIDO IBOVESPA CÍCLICO I FIC FIF MM (1),,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA EXPERT GIANT ZARATHUSTRA FIC MULTIMERCADO - RESP LTDA (1),,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIC FIF ALOCAÇÃO MACRO MM LONGO PRAZO RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,FIC FIF CAIXA EXPERT BTG PACTUAL X10 MM LP RESP LTDA (1),,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIC FIF JUROS E MOEDAS MM LP RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
CAMBIAL,CAIXA FIC FIF INDEXA DOLAR CAMBIAL RESP LTDA,,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/cambiais/fic-cambial-dolar/Paginas/default.aspx
CAMBIAL,Página do fundo:,consulte aqui,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/cambiais/fic-cambial-dolar/Paginas/default.aspx
CAMBIAL,,Calcular,,,,,,,,,https://www.caixa.gov.br/fundos-investimento/cambiais/fic-cambial-dolar/Paginas/default.aspx
